id,episode_id,user_id,watched_time
42016,592,36,2023-06-29 02:40:55.460891
42018,108,24,2024-01-27 02:40:55.461148
42019,369,59,2023-04-27 02:26:40.573167
42020,998,38,2024-01-13 02:40:55.461419
42021,1264,99,2023-11-09 02:26:40.573239
42022,1275,24,2023-06-28 02:40:55.461701
42023,474,57,2023-08-02 02:26:40.573344
42024,851,4,2023-12-11 02:40:55.461981
42025,1636,97,2023-08-16 02:26:40.573445
42026,1115,81,2023-12-24 02:40:55.462253
42028,641,73,2023-03-24 02:40:55.462582
42029,378,99,2023-03-20 02:26:40.573601
42030,170,45,2023-04-01 02:40:55.462855
42031,405,78,2023-07-20 02:26:40.573700
42032,867,85,2023-07-12 02:40:55.463148
42033,1190,49,2023-06-06 02:26:40.573765
42034,1085,83,2023-12-28 02:40:55.463440
42035,1395,15,2023-03-25 02:26:40.573833
42036,1963,70,2023-08-26 02:40:55.463667
42037,84,49,2024-03-03 02:26:40.573919
42038,693,43,2023-09-16 02:40:55.463940
42039,1885,68,2023-09-24 02:26:40.574013
42040,1332,79,2024-02-21 02:40:55.464210
42041,447,44,2023-06-25 02:26:40.574080
42042,1625,22,2023-07-18 02:40:55.464474
42043,1446,99,2024-01-20 02:26:40.574174
42044,669,91,2023-08-15 02:40:55.464752
42045,893,59,2023-10-03 02:26:40.574249
42046,1858,58,2024-01-07 02:40:55.465023
42047,385,77,2023-04-04 02:26:40.574320
42048,680,95,2023-04-08 02:40:55.465321
42049,1688,6,2023-09-02 02:26:40.574402
42050,1934,100,2023-08-09 02:40:55.465596
42051,1628,67,2023-10-05 02:26:40.574507
42052,4,65,2023-09-21 02:40:55.465860
42053,473,79,2023-08-18 02:26:40.574620
42054,1244,67,2024-02-03 02:40:55.466162
42055,1074,67,2023-06-19 02:26:40.574743
42056,1557,72,2023-10-10 02:40:55.466456
42057,394,11,2023-10-17 02:26:40.574828
42058,576,89,2023-06-12 02:40:55.466710
42059,1398,35,2023-05-09 02:26:40.574894
42060,221,78,2024-01-09 02:40:55.466936
42061,407,79,2024-02-17 02:26:40.574959
42062,42,61,2023-12-24 02:40:55.467157
42063,1676,66,2024-02-05 02:26:40.575040
42064,151,66,2023-08-15 02:40:55.467414
42065,383,28,2023-09-15 02:26:40.575173
42066,1075,35,2023-08-30 02:40:55.467636
42068,1661,45,2024-01-24 02:40:55.467874
42069,397,22,2023-10-12 02:26:40.575425
42070,131,66,2023-06-15 02:40:55.468094
42071,376,95,2024-02-11 02:26:40.575553
42072,215,9,2023-10-12 02:40:55.468315
42073,853,87,2023-09-05 02:26:40.575681
42074,9,87,2023-11-21 02:40:55.468624
42075,380,57,2023-10-27 02:26:40.575816
42076,579,89,2024-02-02 02:40:55.468878
42077,1526,34,2023-09-18 02:26:40.575954
42078,1844,26,2023-11-04 02:40:55.469281
42079,390,4,2023-05-21 02:26:40.576093
42080,569,21,2023-05-30 02:40:55.469699
42081,1436,80,2023-05-15 02:26:40.576223
42082,886,20,2023-04-23 02:40:55.470091
42083,1070,72,2023-07-26 02:26:40.576350
42084,321,12,2023-03-15 02:40:55.470527
42085,1971,27,2023-12-03 02:26:40.576474
42086,219,94,2023-04-20 02:40:55.470958
42087,1992,34,2023-08-27 02:26:40.576599
42088,326,10,2023-04-20 02:40:55.471340
42089,1735,98,2023-11-02 02:26:40.576708
42090,415,61,2024-01-29 02:40:55.471726
42091,1517,41,2023-12-22 02:26:40.576775
42092,244,8,2023-07-20 02:40:55.472110
42093,468,57,2023-05-08 02:26:40.576841
42094,1562,25,2024-02-06 02:40:55.472497
42095,1507,14,2024-01-16 02:26:40.576905
42096,951,97,2023-09-27 02:40:55.472883
42097,1897,15,2024-01-19 02:26:40.576971
42098,1067,44,2023-04-03 02:40:55.473329
42099,412,89,2024-02-05 02:26:40.577035
42100,751,48,2023-10-03 02:40:55.473768
42101,929,90,2023-06-14 02:26:40.577104
42102,416,14,2023-04-16 02:40:55.474156
42103,383,48,2023-03-17 02:26:40.577176
42104,182,32,2023-05-12 02:40:55.474582
42105,990,10,2023-06-06 02:26:40.577292
42106,154,72,2024-01-22 02:40:55.475004
42107,780,33,2023-08-08 02:26:40.577439
42108,330,63,2024-01-14 02:40:55.475424
42109,1065,87,2023-08-01 02:26:40.577531
42110,1683,35,2023-08-01 02:40:55.475797
42111,956,66,2023-04-28 02:26:40.577650
42112,426,35,2023-12-11 02:40:55.476216
42113,1897,71,2023-03-29 02:26:40.577777
42114,710,12,2023-11-28 02:40:55.476641
42115,956,94,2023-09-23 02:26:40.577862
42116,1134,78,2023-07-16 02:40:55.477057
42117,1688,77,2023-11-13 02:26:40.577929
42118,1016,100,2023-10-03 02:40:55.477459
42119,410,22,2024-01-26 02:26:40.577996
42120,1311,18,2023-10-29 02:40:55.477880
42121,742,32,2023-09-05 02:26:40.578085
42122,344,45,2023-06-20 02:40:55.478309
42123,789,74,2023-08-08 02:26:40.578152
42124,1038,69,2023-03-24 02:40:55.478727
42125,399,16,2023-06-23 02:26:40.578217
42126,1513,67,2023-12-23 02:40:55.479113
42127,466,86,2023-11-19 02:26:40.578282
42128,773,17,2023-07-24 02:40:55.479518
42129,1082,7,2023-04-03 02:26:40.578370
42130,1942,96,2023-03-24 02:40:55.479938
42131,1070,59,2023-03-16 02:26:40.578437
42132,1143,8,2023-03-31 02:40:55.480366
42133,1222,26,2023-04-07 02:26:40.578518
42134,1325,64,2023-11-14 02:40:55.480764
42135,452,36,2023-03-17 02:26:40.578584
42136,918,34,2023-11-25 02:40:55.481161
42137,408,69,2024-03-01 02:26:40.578664
42138,1698,29,2023-12-06 02:40:55.481589
42139,1135,98,2024-02-14 02:26:40.578781
42140,905,63,2023-03-24 02:40:55.482004
42141,88,20,2023-12-21 02:26:40.578902
42142,1877,97,2023-12-17 02:40:55.482416
42143,393,85,2023-08-04 02:26:40.579013
42144,620,17,2024-01-01 02:40:55.482806
42145,412,34,2023-12-17 02:26:40.579124
42146,1722,5,2023-10-30 02:40:55.483236
42147,412,45,2023-04-25 02:26:40.579237
42148,1253,79,2024-02-08 02:40:55.483654
42149,390,64,2023-04-01 02:26:40.579349
42150,1579,85,2023-06-08 02:40:55.484065
42152,63,95,2023-07-13 02:40:55.484481
42153,391,43,2023-09-18 02:26:40.579573
42154,570,49,2023-04-04 02:40:55.484970
42155,1286,38,2023-05-31 02:26:40.579683
42156,1678,58,2023-12-14 02:40:55.485466
42158,637,42,2023-10-13 02:40:55.485883
42159,738,67,2023-07-02 02:26:40.579911
42160,1400,87,2023-09-29 02:40:55.486201
42161,1805,71,2024-01-13 02:26:40.580028
42162,1983,75,2024-01-12 02:40:55.486516
42163,1577,92,2023-04-28 02:26:40.580139
42164,319,57,2023-05-07 02:40:55.486896
42165,406,19,2024-02-02 02:26:40.580252
42166,841,22,2023-12-27 02:40:55.487276
42167,1832,98,2023-10-13 02:26:40.580370
42168,301,69,2024-02-04 02:40:55.487654
42169,441,61,2023-03-22 02:26:40.580486
42170,282,28,2023-08-27 02:40:55.488031
42172,1240,96,2024-01-11 02:40:55.488416
42173,1984,94,2023-06-03 02:26:40.580716
42174,339,36,2023-09-05 02:40:55.488786
42175,1735,36,2023-07-21 02:26:40.580834
42176,960,71,2023-08-16 02:40:55.489079
42177,780,40,2023-08-21 02:26:40.580949
42178,1955,17,2023-10-13 02:40:55.489299
42179,1335,1,2023-10-07 02:26:40.581067
42180,666,59,2023-09-21 02:40:55.489568
42181,1347,23,2023-05-12 02:26:40.581183
42182,1737,96,2023-07-14 02:40:55.489789
42183,378,32,2023-07-16 02:26:40.581300
42184,796,34,2024-02-21 02:40:55.490013
42185,379,14,2023-07-03 02:26:40.581440
42186,543,79,2023-07-27 02:40:55.490238
42187,782,93,2023-05-30 02:26:40.581529
42188,671,15,2023-08-05 02:40:55.490456
42189,1802,33,2023-03-22 02:26:40.581596
42190,239,65,2023-08-23 02:40:55.490675
42191,412,61,2023-12-04 02:26:40.581662
42192,1336,24,2023-03-10 02:40:55.490895
42193,1561,11,2023-10-23 02:26:40.581728
42194,1010,57,2023-04-11 02:40:55.491114
42196,1208,59,2023-08-28 02:40:55.491332
42197,819,59,2023-12-03 02:26:40.581878
42198,613,81,2023-08-01 02:40:55.491550
42199,1222,64,2023-09-15 02:26:40.581949
42200,1280,37,2023-11-05 02:40:55.491773
42201,1398,69,2024-02-10 02:26:40.582054
42202,300,36,2023-08-20 02:40:55.491993
42203,412,35,2023-09-11 02:26:40.582179
42204,1278,72,2023-12-31 02:40:55.492298
42205,679,19,2023-04-22 02:26:40.582289
42206,161,4,2023-07-23 02:40:55.492574
42207,1070,24,2023-08-02 02:26:40.582357
42208,804,96,2023-12-16 02:40:55.492796
42210,1199,47,2024-01-21 02:40:55.493015
42211,90,80,2023-06-22 02:26:40.582493
42212,1691,2,2023-10-22 02:40:55.493237
42213,1312,67,2023-04-08 02:26:40.582578
42214,1603,28,2023-10-29 02:40:55.493569
42215,884,80,2023-07-17 02:26:40.582644
42216,1042,83,2023-07-29 02:40:55.493797
42217,370,76,2023-06-02 02:26:40.582709
42218,1760,69,2023-10-25 02:40:55.494017
42219,919,68,2023-07-13 02:26:40.582775
42220,1005,46,2023-08-08 02:40:55.494234
42221,1805,61,2023-09-18 02:26:40.582890
42222,1025,98,2023-05-25 02:40:55.494453
42223,412,38,2023-10-15 02:26:40.582962
42224,1417,51,2024-02-24 02:40:55.494672
42225,1267,43,2023-06-17 02:26:40.583030
42226,1749,85,2023-03-30 02:40:55.494904
42227,412,34,2023-07-18 02:26:40.583095
42228,1186,1,2023-10-05 02:40:55.495128
42230,1881,18,2023-07-18 02:40:55.495565
42231,368,9,2023-11-06 02:26:40.583262
42232,491,34,2023-04-23 02:40:55.495847
42233,700,36,2024-03-03 02:26:40.583380
42234,1849,73,2023-05-26 02:40:55.496069
42235,1610,15,2023-04-28 02:26:40.583473
42236,434,53,2024-01-19 02:40:55.496288
42237,400,18,2023-05-13 02:26:40.583541
42238,1042,31,2023-04-14 02:40:55.496506
42239,1188,89,2023-11-17 02:26:40.583623
42240,1572,29,2023-07-13 02:40:55.496726
42241,673,54,2024-03-04 02:26:40.583747
42242,1582,4,2023-06-16 02:40:55.496945
42243,387,89,2023-09-19 02:26:40.583874
42244,573,72,2023-03-18 02:40:55.497163
42245,858,78,2023-07-27 02:26:40.583976
42246,1968,4,2023-10-24 02:40:55.497421
42247,1594,24,2023-03-15 02:26:40.584103
42248,160,81,2024-02-18 02:40:55.497643
42249,1658,59,2023-09-17 02:26:40.584220
42250,59,35,2023-09-01 02:40:55.497863
42251,1688,85,2024-02-02 02:26:40.584347
42252,1667,7,2023-08-11 02:40:55.498084
42253,445,90,2023-05-13 02:26:40.584476
42254,1616,87,2023-07-03 02:40:55.498303
42255,1577,27,2023-10-29 02:26:40.584597
42256,1400,30,2023-08-07 02:40:55.498553
42257,382,49,2023-10-30 02:26:40.584718
42258,1684,26,2023-12-09 02:40:55.498775
42259,1460,67,2023-05-02 02:26:40.584848
42260,257,93,2023-03-27 02:40:55.498994
42261,1886,4,2024-01-09 02:26:40.584972
42262,186,40,2023-03-07 02:40:55.499213
42264,1934,24,2024-02-27 02:40:55.499431
42265,742,68,2023-10-11 02:26:40.585170
42266,1225,27,2023-07-26 02:40:55.499650
42267,1283,38,2023-07-04 02:26:40.585290
42268,1841,50,2023-07-21 02:40:55.499869
42269,1429,78,2023-11-02 02:26:40.585467
42270,1815,15,2023-10-22 02:40:55.500091
42271,373,55,2023-03-29 02:26:40.585612
42272,1279,67,2023-12-21 02:40:55.500312
42273,1935,45,2023-08-10 02:26:40.585754
42274,1233,5,2024-01-30 02:40:55.500532
42275,1157,16,2024-01-30 02:26:40.585896
42276,723,95,2023-07-31 02:40:55.500817
42277,370,47,2023-08-09 02:26:40.586036
42278,275,83,2023-09-19 02:40:55.501075
42280,1350,62,2023-08-02 02:40:55.501354
42281,1561,18,2023-03-10 02:26:40.586320
42282,1614,23,2023-06-22 02:40:55.501615
42283,412,17,2023-03-12 02:26:40.586461
42284,1078,90,2023-09-26 02:40:55.501876
42285,94,31,2024-02-03 02:26:40.586603
42286,110,63,2023-06-26 02:40:55.502149
42287,1055,60,2024-02-20 02:26:40.586742
42288,269,58,2023-03-11 02:40:55.502419
42289,1089,85,2023-08-04 02:26:40.586900
42290,196,26,2023-05-26 02:40:55.502697
42291,1398,43,2023-04-26 02:26:40.587044
42292,1292,91,2024-01-29 02:40:55.502955
42293,472,33,2023-06-14 02:26:40.587185
42294,1117,85,2023-11-14 02:40:55.503216
42295,1558,4,2023-09-26 02:26:40.587328
42296,931,37,2024-01-04 02:40:55.503486
42297,1936,30,2024-01-13 02:26:40.587469
42298,1076,53,2023-10-11 02:40:55.503746
42299,398,49,2024-02-17 02:26:40.587610
42300,567,24,2023-06-27 02:40:55.503996
42301,1432,17,2023-03-10 02:26:40.587752
42302,1588,16,2023-08-09 02:40:55.504238
42303,1840,17,2023-07-19 02:26:40.587892
42304,657,99,2023-09-09 02:40:55.504462
42305,1398,82,2023-10-04 02:26:40.588034
42306,1265,83,2023-07-04 02:40:55.504699
42307,1379,31,2023-10-30 02:26:40.588175
42308,784,10,2023-04-26 02:40:55.504918
42309,385,7,2023-11-17 02:26:40.588315
42310,146,25,2023-04-17 02:40:55.505138
42311,919,57,2023-03-26 02:26:40.588456
42312,534,21,2023-06-06 02:40:55.505399
42313,992,23,2023-04-07 02:26:40.588597
42314,1924,86,2023-03-14 02:40:55.505621
42315,1422,92,2023-06-28 02:26:40.588738
42316,338,95,2023-10-29 02:40:55.505840
42317,1987,9,2023-06-05 02:26:40.588872
42318,201,38,2023-11-24 02:40:55.506059
42320,595,70,2023-12-28 02:40:55.506279
42322,1750,58,2023-06-03 02:40:55.506498
42324,619,47,2023-03-28 02:40:55.506729
42325,1477,59,2023-09-07 02:26:40.589244
42326,840,79,2023-08-25 02:40:55.506949
42327,91,54,2023-11-30 02:26:40.589321
42328,625,66,2023-11-08 02:40:55.507168
42329,1181,9,2024-01-12 02:26:40.589422
42330,1977,10,2023-07-08 02:40:55.507386
42331,410,17,2023-04-20 02:26:40.589488
42332,2000,36,2023-05-31 02:40:55.507604
42333,774,10,2023-11-19 02:26:40.589555
42334,960,21,2023-06-26 02:40:55.507823
42335,382,70,2023-03-14 02:26:40.589660
42336,1548,49,2023-03-18 02:40:55.508042
42337,1717,2,2023-06-28 02:26:40.589752
42338,430,71,2024-01-04 02:40:55.508260
42339,1074,70,2023-12-01 02:26:40.589837
42340,750,100,2024-02-05 02:40:55.508479
42341,1885,72,2023-06-30 02:26:40.589922
42342,1336,10,2023-10-06 02:40:55.508699
42343,1044,70,2024-02-10 02:26:40.590040
42344,587,80,2023-06-01 02:40:55.508918
42345,84,51,2023-08-05 02:26:40.590132
42346,439,97,2023-12-29 02:40:55.509136
42347,371,10,2023-09-24 02:26:40.590239
42348,1845,1,2023-12-21 02:40:55.509417
42349,1975,90,2023-10-05 02:26:40.590308
42350,512,24,2023-09-13 02:40:55.509752
42351,1452,45,2023-04-22 02:26:40.590374
42352,123,81,2024-03-04 02:40:55.509975
42354,1479,57,2023-06-09 02:40:55.510198
42355,1432,66,2023-08-13 02:26:40.590547
42356,511,89,2023-03-16 02:40:55.510416
42357,673,49,2023-11-08 02:26:40.590614
42358,904,77,2023-09-19 02:40:55.510634
42359,406,46,2023-07-28 02:26:40.590679
42360,212,53,2023-09-05 02:40:55.510852
42361,368,42,2023-03-09 02:26:40.590768
42362,141,14,2023-06-07 02:40:55.511070
42363,1672,38,2024-01-25 02:26:40.590891
42364,921,48,2024-01-26 02:40:55.511289
42366,674,54,2023-08-24 02:40:55.511508
42367,403,22,2023-04-19 02:26:40.591103
42368,1005,87,2023-11-26 02:40:55.511727
42369,406,71,2023-03-23 02:26:40.591174
42370,1925,33,2023-04-02 02:40:55.511946
42371,370,67,2023-12-06 02:26:40.591239
42372,816,20,2023-09-03 02:40:55.512167
42373,853,44,2023-12-25 02:26:40.591317
42374,1186,42,2023-10-25 02:40:55.512385
42376,189,25,2023-05-12 02:40:55.512604
42377,405,85,2023-06-12 02:26:40.591482
42378,1766,87,2023-10-13 02:40:55.512822
42379,1860,91,2023-06-03 02:26:40.591573
42380,1591,10,2023-06-30 02:40:55.513040
42381,407,49,2023-07-28 02:26:40.591639
42382,1035,97,2024-03-02 02:40:55.513259
42383,457,75,2024-02-13 02:26:40.591724
42384,327,44,2023-12-04 02:40:55.513513
42385,795,41,2023-04-26 02:26:40.591791
42386,856,68,2023-06-26 02:40:55.513733
42387,992,35,2023-08-19 02:26:40.591882
42388,606,27,2024-02-26 02:40:55.513953
42389,1613,76,2023-04-30 02:26:40.591972
42390,1988,11,2023-10-19 02:40:55.514172
42391,376,68,2023-09-29 02:26:40.592081
42392,976,93,2023-08-22 02:40:55.514394
42393,1738,23,2023-06-05 02:26:40.592178
42394,847,71,2023-12-13 02:40:55.514642
42395,1510,65,2023-12-16 02:26:40.592245
42396,308,9,2023-12-23 02:40:55.514863
42397,1451,89,2023-06-07 02:26:40.592311
42398,502,37,2023-04-14 02:40:55.515081
42400,1394,84,2023-11-21 02:40:55.515300
42402,1057,85,2023-12-20 02:40:55.515520
42403,1082,20,2024-02-12 02:26:40.592540
42404,715,3,2023-05-09 02:40:55.515738
42405,1717,32,2024-01-25 02:26:40.592605
42406,605,32,2024-01-31 02:40:55.515956
42407,1072,86,2023-11-14 02:26:40.592674
42408,354,90,2023-04-04 02:40:55.516175
42409,382,87,2023-12-11 02:26:40.592758
42410,57,60,2023-11-16 02:40:55.516392
42412,1953,70,2023-05-29 02:40:55.516698
42413,1422,72,2023-07-14 02:26:40.592930
42414,1482,4,2023-12-27 02:40:55.516924
42415,1451,12,2023-12-11 02:26:40.593038
42416,1854,85,2023-12-31 02:40:55.517219
42417,372,27,2023-12-15 02:26:40.593110
42418,832,19,2023-06-25 02:40:55.517476
42420,1729,66,2023-08-14 02:40:55.517696
42421,670,56,2023-08-23 02:26:40.593287
42422,532,73,2024-01-01 02:40:55.517914
42423,1070,67,2023-07-26 02:26:40.593426
42424,1013,20,2023-05-01 02:40:55.518132
42425,1436,38,2024-01-01 02:26:40.593512
42426,357,21,2023-11-10 02:40:55.518350
42427,1620,57,2023-07-03 02:26:40.593579
42428,1520,86,2024-02-16 02:40:55.518568
42429,1128,70,2023-08-19 02:26:40.593684
42430,989,6,2023-10-30 02:40:55.518818
42431,78,18,2023-07-31 02:26:40.593801
42432,1060,88,2024-01-17 02:40:55.519093
42433,1382,70,2023-03-12 02:26:40.593872
42434,1701,78,2024-01-24 02:40:55.519343
42435,1970,85,2023-09-14 02:26:40.593938
42436,1457,2,2023-12-16 02:40:55.519564
42437,1789,24,2023-07-08 02:26:40.594003
42438,1927,55,2023-04-08 02:40:55.519786
42439,1735,19,2023-06-09 02:26:40.594094
42440,812,47,2023-10-12 02:40:55.520006
42441,405,60,2023-08-25 02:26:40.594166
42442,922,17,2024-02-01 02:40:55.520230
42443,1504,4,2023-11-02 02:26:40.594280
42444,1211,39,2023-08-23 02:40:55.520464
42445,1689,20,2024-03-02 02:26:40.594375
42446,910,64,2023-07-30 02:40:55.520686
42447,1355,65,2023-07-02 02:26:40.594442
42448,843,14,2023-08-22 02:40:55.520944
42449,393,58,2023-05-23 02:26:40.594508
42450,682,84,2023-10-26 02:40:55.521166
42451,1895,29,2023-10-20 02:26:40.594592
42452,1649,62,2023-12-21 02:40:55.521435
42453,770,57,2024-01-25 02:26:40.594657
42454,1054,80,2023-09-14 02:40:55.521658
42455,87,96,2024-03-02 02:26:40.594723
42456,1194,32,2023-04-22 02:40:55.521878
42457,77,53,2023-12-03 02:26:40.594802
42458,359,31,2023-05-25 02:40:55.522096
42459,1283,86,2023-06-05 02:26:40.594868
42460,524,83,2023-10-26 02:40:55.522314
42461,738,30,2023-11-13 02:26:40.594932
42462,681,23,2023-08-26 02:40:55.522548
42464,930,37,2024-02-06 02:40:55.522768
42465,1461,82,2023-09-10 02:26:40.595062
42466,100,5,2023-06-22 02:40:55.522986
42467,1598,97,2023-04-15 02:26:40.595126
42468,1772,67,2023-07-04 02:40:55.523206
42469,1452,91,2023-08-30 02:26:40.595218
42470,1808,88,2023-04-28 02:40:55.523519
42471,380,62,2023-11-02 02:26:40.595316
42472,1299,11,2023-07-21 02:40:55.523763
42473,1398,44,2023-08-01 02:26:40.595421
42474,633,39,2023-12-02 02:40:55.523982
42476,768,1,2023-07-09 02:40:55.524204
42477,406,84,2023-12-30 02:26:40.595556
42478,1444,47,2023-12-05 02:40:55.524423
42479,474,58,2023-06-24 02:26:40.595650
42480,587,42,2023-08-26 02:40:55.524661
42481,1662,83,2024-02-16 02:26:40.595718
42482,1197,93,2023-10-30 02:40:55.524883
42483,471,8,2023-10-27 02:26:40.595784
42484,1814,51,2023-11-25 02:40:55.525101
42486,827,91,2023-06-08 02:40:55.525375
42487,453,44,2023-06-08 02:26:40.595947
42488,1158,86,2024-02-29 02:40:55.525650
42489,844,46,2023-03-10 02:26:40.596013
42490,1855,25,2024-01-31 02:40:55.525913
42491,1892,75,2023-07-09 02:26:40.596077
42492,682,3,2023-08-03 02:40:55.526217
42493,1879,28,2024-02-03 02:26:40.596142
42494,1496,24,2024-01-19 02:40:55.526469
42495,374,17,2023-07-13 02:26:40.596207
42496,1488,29,2023-03-15 02:40:55.526722
42497,375,29,2023-04-15 02:26:40.596298
42498,1855,89,2023-04-20 02:40:55.526990
42499,370,86,2024-01-01 02:26:40.596399
42500,1700,8,2023-05-20 02:40:55.527255
42501,1577,22,2023-05-29 02:26:40.596516
42502,1474,78,2023-04-14 02:40:55.527531
42504,1249,54,2023-08-18 02:40:55.527802
42505,85,3,2023-09-28 02:26:40.596668
42506,506,21,2023-12-12 02:40:55.528061
42507,929,91,2023-12-13 02:26:40.596752
42508,1318,76,2024-03-03 02:40:55.528282
42509,392,33,2024-02-13 02:26:40.596854
42510,569,54,2023-11-08 02:40:55.528537
42511,412,98,2023-12-18 02:26:40.596922
42512,883,86,2023-10-04 02:40:55.528793
42513,457,43,2023-09-12 02:26:40.596987
42514,1391,98,2023-07-03 02:40:55.529075
42515,398,44,2023-10-09 02:26:40.597051
42516,1325,90,2024-03-03 02:40:55.529355
42517,858,53,2023-06-13 02:26:40.597117
42518,805,16,2023-04-01 02:40:55.529628
42519,1948,78,2023-03-13 02:26:40.597183
42520,326,94,2023-11-04 02:40:55.529852
42521,84,88,2023-11-12 02:26:40.597248
42522,961,52,2023-11-07 02:40:55.530078
42523,462,75,2023-07-19 02:26:40.597350
42524,556,100,2023-09-08 02:40:55.530314
42525,1860,59,2023-04-08 02:26:40.597447
42526,531,21,2023-06-26 02:40:55.530551
42527,1741,5,2023-10-07 02:26:40.597567
42528,654,86,2023-07-06 02:40:55.530771
42529,473,14,2024-01-12 02:26:40.597693
42530,1385,53,2023-10-16 02:40:55.530990
42531,1422,54,2023-07-05 02:26:40.597823
42532,989,24,2023-07-27 02:40:55.531209
42534,749,36,2023-05-06 02:40:55.531428
42535,1443,9,2023-09-03 02:26:40.598065
42536,1799,26,2023-05-19 02:40:55.531646
42537,1935,75,2023-08-03 02:26:40.598174
42538,1387,8,2023-04-11 02:40:55.531865
42539,929,82,2023-10-11 02:26:40.598302
42540,983,57,2024-02-01 02:40:55.532083
42541,844,52,2023-04-10 02:26:40.598424
42542,846,29,2023-12-30 02:40:55.532301
42543,375,59,2023-11-07 02:26:40.598556
42544,1615,78,2023-03-26 02:40:55.532519
42545,1207,68,2023-08-18 02:26:40.598676
42546,313,62,2023-09-14 02:40:55.532739
42547,1074,44,2023-08-24 02:26:40.598804
42548,1307,92,2023-11-04 02:40:55.532957
42549,1286,78,2024-02-29 02:26:40.598938
42550,36,94,2023-11-09 02:40:55.533175
42552,13,44,2023-07-01 02:40:55.533408
42553,946,66,2023-03-28 02:26:40.599172
42554,1862,27,2023-03-24 02:40:55.533627
42555,1082,34,2023-03-28 02:26:40.599272
42556,1020,49,2024-01-04 02:40:55.533846
42557,380,56,2023-06-24 02:26:40.599393
42558,632,7,2023-08-27 02:40:55.534064
42559,381,96,2023-11-10 02:26:40.599502
42560,1570,98,2024-03-04 02:40:55.534281
42561,399,27,2023-12-01 02:26:40.599609
42562,1967,69,2023-10-04 02:40:55.534501
42563,1437,92,2023-12-05 02:26:40.599678
42564,58,90,2023-10-25 02:40:55.534718
42565,1108,80,2024-01-29 02:26:40.599770
42566,64,7,2023-08-24 02:40:55.534936
42567,1688,89,2023-12-13 02:26:40.599855
42568,1691,67,2023-09-30 02:40:55.535153
42569,404,37,2023-06-01 02:26:40.599922
42570,1101,40,2023-11-20 02:40:55.535371
42571,1805,78,2023-09-18 02:26:40.599987
42572,1760,45,2024-01-20 02:40:55.535590
42573,1477,46,2023-06-06 02:26:40.600052
42574,1365,5,2023-05-25 02:40:55.535809
42575,473,60,2023-03-18 02:26:40.600133
42576,940,54,2023-03-20 02:40:55.536027
42578,295,71,2023-11-02 02:40:55.536245
42579,394,2,2023-04-03 02:26:40.600321
42580,781,86,2023-06-04 02:40:55.536463
42581,1897,55,2023-12-14 02:26:40.600422
42582,1552,45,2023-05-29 02:40:55.536682
42583,407,31,2023-03-25 02:26:40.600509
42584,493,48,2024-01-14 02:40:55.536901
42585,441,79,2023-10-23 02:26:40.600602
42586,1397,21,2023-04-12 02:40:55.537121
42587,376,41,2023-05-12 02:26:40.600711
42588,517,78,2023-04-27 02:40:55.537357
42589,1613,76,2023-03-25 02:26:40.600820
42590,927,3,2023-08-06 02:40:55.537578
42591,399,36,2023-12-15 02:26:40.600909
42592,168,46,2024-02-11 02:40:55.537798
42593,441,54,2023-10-17 02:26:40.600987
42594,912,6,2024-01-20 02:40:55.538016
42595,676,5,2023-06-30 02:26:40.601053
42596,1205,43,2023-04-14 02:40:55.538234
42597,722,53,2024-02-22 02:26:40.601118
42598,1115,78,2023-09-17 02:40:55.538453
42599,673,82,2023-05-26 02:26:40.601211
42600,813,72,2023-05-01 02:40:55.538671
42601,848,77,2023-09-22 02:26:40.601305
42602,741,22,2023-04-19 02:40:55.538888
42603,1622,27,2024-02-04 02:26:40.601433
42604,567,71,2023-06-11 02:40:55.539106
42605,1628,11,2023-12-31 02:26:40.601527
42606,1511,56,2023-07-27 02:40:55.539324
42607,1594,92,2024-02-10 02:26:40.601618
42608,1544,89,2024-02-04 02:40:55.539544
42609,73,29,2023-11-01 02:26:40.601701
42610,960,77,2023-09-12 02:40:55.539763
42611,1598,74,2023-06-18 02:26:40.601797
42612,765,49,2023-12-08 02:40:55.539985
42613,83,4,2023-03-16 02:26:40.601887
42614,1250,46,2023-05-19 02:40:55.540206
42615,84,16,2023-11-03 02:26:40.601957
42616,1103,67,2023-11-17 02:40:55.540425
42617,1886,93,2023-06-21 02:26:40.602039
42618,1314,84,2023-10-10 02:40:55.540642
42619,1628,64,2024-01-19 02:26:40.602121
42620,619,95,2023-05-18 02:40:55.540861
42621,956,98,2023-08-26 02:26:40.602191
42622,1553,99,2023-04-24 02:40:55.541079
42623,1741,19,2023-06-01 02:26:40.602257
42624,634,87,2023-09-01 02:40:55.541298
42625,1975,29,2023-10-31 02:26:40.602323
42626,842,52,2023-08-04 02:40:55.541533
42627,1128,46,2023-08-01 02:26:40.602388
42628,246,53,2023-11-16 02:40:55.541751
42629,1138,71,2023-04-21 02:26:40.602456
42630,1691,62,2023-12-08 02:40:55.541970
42631,1507,7,2023-09-23 02:26:40.602542
42632,1265,37,2023-11-08 02:40:55.542188
42633,387,71,2024-01-27 02:26:40.602630
42634,495,70,2024-02-10 02:40:55.542406
42635,371,5,2023-06-03 02:26:40.602719
42636,1685,93,2023-09-23 02:40:55.542625
42637,1517,87,2024-02-26 02:26:40.602803
42638,1383,85,2023-03-31 02:40:55.542843
