id,season_id,episode_number,title,description,duration
1027,62,11,Episode 11:  63 1 Odyssey,New alliances are formed as old ones are tested. 91,71
1028,45,13,Episode 13:  41 1 Voyage,A race against time to prevent disaster. 93,104
1029,54,9,Episode 9:  45 1 Quest,Betrayal and intrigue threaten to undo everything. 82,38
1030,7,9,Episode 9:  46 1 Crusade,A confrontation with the past changes everything. 94,86
1031,16,14,Episode 14:  18 1 Saga,New alliances are formed as old ones are tested. 92,49
1032,19,12,Episode 12:  50 1 Revelation,A journey into the unknown reveals new challenges. 88,67
1033,75,11,Episode 11:  64 1 Awakening,New alliances are formed as old ones are tested. 93,82
1034,28,12,Episode 12:  51 1 Resurgence,"A hidden enemy emerges, threatening all they hold dear. 68",108
1035,67,10,Episode 10:  59 1 Rebirth,An unexpected discovery leads to a startling revelation. 94,52
1036,37,14,Episode 14:  19 1 Eclipse,Tensions rise as secrets begin to unravel. 84,37
1037,9,14,Episode 14:  20 1 Genesis,The quest for truth takes a dangerous turn. 90,69
1038,37,15,Episode 15:  11 1 Ascension,New alliances are formed as old ones are tested. 94,55
1039,63,13,Episode 13:  42 1 Legacy,Mysteries deepen as the search for answers continues. 79,87
1040,29,9,Episode 9:  47 1 Destiny,A sacrifice is made for the greater good. 82,79
1041,42,14,Episode 14:  21 1 Harmony,Tensions rise as secrets begin to unravel. 85,72
1042,46,10,Episode 10:  60 1 Odyssey,Betrayal and intrigue threaten to undo everything. 83,71
1043,21,12,Episode 12:  52 1 Voyage,A journey into the unknown reveals new challenges. 89,75
1044,62,12,Episode 12:  53 1 Quest,A race against time to prevent disaster. 94,76
1045,55,15,Episode 15:  12 1 Crusade,Mysteries deepen as the search for answers continues. 80,55
1046,86,14,Episode 14:  22 1 Saga,Mysteries deepen as the search for answers continues. 81,96
1047,85,14,Episode 14:  23 1 Revelation,"A hidden enemy emerges, threatening all they hold dear. 69",89
1048,45,14,Episode 14:  24 1 Awakening,A journey into the unknown reveals new challenges. 90,105
1049,30,12,Episode 12:  54 1 Resurgence,Mysteries deepen as the search for answers continues. 82,89
1050,63,14,Episode 14:  25 1 Rebirth,An unexpected discovery leads to a startling revelation. 95,54
1051,15,14,Episode 14:  26 1 Eclipse,A journey into the unknown reveals new challenges. 91,112
1052,23,13,Episode 13:  43 1 Genesis,Betrayal and intrigue threaten to undo everything. 84,34
1053,54,10,Episode 10:  61 1 Ascension,A sacrifice is made for the greater good. 83,104
1054,76,11,Episode 11:  65 1 Legacy,A sacrifice is made for the greater good. 84,58
1055,12,14,Episode 14:  27 1 Destiny,A sacrifice is made for the greater good. 85,110
1056,6,15,Episode 15:  13 1 Harmony,New alliances are formed as old ones are tested. 95,60
1057,84,11,Episode 11:  66 1 Odyssey,An unexpected discovery leads to a startling revelation. 96,106
1058,45,15,Episode 15:  14 1 Voyage,A sacrifice is made for the greater good. 86,109
1059,27,10,Episode 10:  62 1 Quest,An unexpected discovery leads to a startling revelation. 97,61
1060,10,7,Episode 7:  21 1 Crusade,Mysteries deepen as the search for answers continues. 83,79
1061,76,12,Episode 12:  55 1 Saga,Tensions rise as secrets begin to unravel. 86,53
1062,18,14,Episode 14:  28 1 Revelation,New alliances are formed as old ones are tested. 96,45
1063,30,13,Episode 13:  44 1 Awakening,Mysteries deepen as the search for answers continues. 84,103
1064,9,15,Episode 15:  15 1 Resurgence,A journey into the unknown reveals new challenges. 92,54
1065,59,13,Episode 13:  45 1 Rebirth,"A hidden enemy emerges, threatening all they hold dear. 70",36
1066,40,17,Episode 17:  3 1 Eclipse,A confrontation with the past changes everything. 95,87
1067,29,10,Episode 10:  63 1 Genesis,A confrontation with the past changes everything. 96,120
1068,14,15,Episode 15:  16 1 Ascension,The quest for truth takes a dangerous turn. 91,113
1069,45,16,Episode 16:  6 1 Legacy,Betrayal and intrigue threaten to undo everything. 85,92
1070,78,24,Episode 24:  7 1 Destiny,An unexpected discovery leads to a startling revelation. 98,120
1071,86,15,Episode 15:  17 1 Harmony,The quest for truth takes a dangerous turn. 92,111
1072,11,12,Episode 12:  56 1 Odyssey,The quest for truth takes a dangerous turn. 93,97
1073,63,15,Episode 15:  18 1 Voyage,"A hidden enemy emerges, threatening all they hold dear. 71",44
1074,4,24,Episode 24:  4 1 Quest,A sacrifice is made for the greater good. 87,50
1075,80,14,Episode 14:  29 1 Crusade,A journey into the unknown reveals new challenges. 93,88
1076,74,8,Episode 8:  38 1 Saga,A race against time to prevent disaster. 95,76
1077,6,16,Episode 16:  8 1 Revelation,New alliances are formed as old ones are tested. 97,101
1078,40,18,Episode 18:  1 1 Awakening,A sacrifice is made for the greater good. 88,42
1079,41,18,Episode 18:  2 1 Resurgence,The quest for truth takes a dangerous turn. 94,70
1080,33,15,Episode 15:  19 1 Rebirth,An unexpected discovery leads to a startling revelation. 99,56
1081,13,16,Episode 16:  9 1 Eclipse,New alliances are formed as old ones are tested. 98,115
1082,81,20,Episode 20:  30 1 Genesis,A journey into the unknown reveals new challenges. 94,111
1083,47,12,Episode 12:  57 1 Ascension,An unexpected discovery leads to a startling revelation. 100,61
1084,61,9,Episode 9:  48 1 Legacy,A journey into the unknown reveals new challenges. 95,118
1085,21,13,Episode 13:  46 1 Destiny,The quest for truth takes a dangerous turn. 95,42
1086,27,11,Episode 11:  67 1 Harmony,A confrontation with the past changes everything. 97,97
1087,70,14,Episode 14:  31 1 Odyssey,A journey into the unknown reveals new challenges. 96,86
1088,47,13,Episode 13:  47 1 Voyage,The quest for truth takes a dangerous turn. 96,120
1089,62,13,Episode 13:  48 1 Quest,An unexpected discovery leads to a startling revelation. 101,31
1090,24,14,Episode 14:  32 1 Crusade,Mysteries deepen as the search for answers continues. 85,60
1091,63,16,Episode 16:  10 1 Saga,"A hidden enemy emerges, threatening all they hold dear. 72",62
1092,37,16,Episode 16:  11 1 Revelation,A confrontation with the past changes everything. 98,31
1093,9,16,Episode 16:  12 1 Awakening,A sacrifice is made for the greater good. 89,97
1094,36,13,Episode 13:  49 1 Resurgence,Betrayal and intrigue threaten to undo everything. 86,44
1095,29,11,Episode 11:  68 1 Rebirth,Mysteries deepen as the search for answers continues. 86,100
1096,26,15,Episode 15:  20 1 Eclipse,A journey into the unknown reveals new challenges. 97,105
1097,46,11,Episode 11:  69 1 Genesis,Mysteries deepen as the search for answers continues. 87,94
1098,19,13,Episode 13:  50 1 Ascension,A confrontation with the past changes everything. 99,120
1099,7,10,Episode 10:  64 1 Legacy,The quest for truth takes a dangerous turn. 97,66
1100,83,10,Episode 10:  65 1 Destiny,Betrayal and intrigue threaten to undo everything. 87,71
1101,23,14,Episode 14:  33 1 Harmony,New alliances are formed as old ones are tested. 99,31
1102,54,11,Episode 11:  70 1 Odyssey,A journey into the unknown reveals new challenges. 98,34
1103,86,16,Episode 16:  13 1 Voyage,A sacrifice is made for the greater good. 90,59
1104,9,17,Episode 17:  5 1 Quest,The quest for truth takes a dangerous turn. 98,36
1105,67,11,Episode 11:  71 1 Crusade,Mysteries deepen as the search for answers continues. 88,42
1106,70,15,Episode 15:  21 1 Saga,A sacrifice is made for the greater good. 91,111
1107,7,11,Episode 11:  72 1 Revelation,An unexpected discovery leads to a startling revelation. 102,98
1108,78,25,Episode 25:  3 1 Awakening,The quest for truth takes a dangerous turn. 99,37
1109,43,16,Episode 16:  14 1 Resurgence,The quest for truth takes a dangerous turn. 100,57
1110,35,11,Episode 11:  73 1 Rebirth,New alliances are formed as old ones are tested. 100,57
1111,40,19,Episode 19:  1 1 Eclipse,"A hidden enemy emerges, threatening all they hold dear. 73",33
1112,28,13,Episode 13:  51 1 Genesis,A journey into the unknown reveals new challenges. 99,61
1113,85,15,Episode 15:  22 1 Ascension,A confrontation with the past changes everything. 100,71
1114,65,14,Episode 14:  34 1 Legacy,Tensions rise as secrets begin to unravel. 87,117
1115,56,9,Episode 9:  49 1 Destiny,"A hidden enemy emerges, threatening all they hold dear. 74",52
1116,85,16,Episode 16:  15 1 Harmony,An unexpected discovery leads to a startling revelation. 103,73
1117,3,10,Episode 10:  66 1 Odyssey,A race against time to prevent disaster. 96,103
1118,22,14,Episode 14:  35 1 Voyage,Tensions rise as secrets begin to unravel. 88,115
1119,41,19,Episode 19:  2 1 Quest,The final battle brings a shocking conclusion. 81,50
1120,30,14,Episode 14:  36 1 Crusade,Mysteries deepen as the search for answers continues. 89,96
1121,72,13,Episode 13:  52 1 Saga,Betrayal and intrigue threaten to undo everything. 88,82
1122,43,17,Episode 17:  6 1 Revelation,"A hidden enemy emerges, threatening all they hold dear. 75",95
1123,33,16,Episode 16:  16 1 Awakening,New alliances are formed as old ones are tested. 101,74
1124,44,14,Episode 14:  37 1 Resurgence,The quest for truth takes a dangerous turn. 101,110
1125,46,12,Episode 12:  58 1 Rebirth,The final battle brings a shocking conclusion. 82,47
1126,44,15,Episode 15:  23 1 Eclipse,Tensions rise as secrets begin to unravel. 89,60
1127,39,9,Episode 9:  50 1 Genesis,The final battle brings a shocking conclusion. 83,40
1128,11,13,Episode 13:  53 1 Ascension,An unexpected discovery leads to a startling revelation. 104,89
1129,38,9,Episode 9:  51 1 Legacy,A race against time to prevent disaster. 97,91
1130,82,13,Episode 13:  54 1 Destiny,Betrayal and intrigue threaten to undo everything. 89,115
1131,7,12,Episode 12:  59 1 Harmony,Tensions rise as secrets begin to unravel. 90,73
1132,23,15,Episode 15:  24 1 Odyssey,A journey into the unknown reveals new challenges. 100,34
1133,32,14,Episode 14:  38 1 Voyage,New alliances are formed as old ones are tested. 102,37
1134,76,13,Episode 13:  55 1 Quest,A confrontation with the past changes everything. 101,109
1135,13,17,Episode 17:  7 1 Crusade,The quest for truth takes a dangerous turn. 102,57
1136,31,14,Episode 14:  39 1 Saga,A journey into the unknown reveals new challenges. 101,51
1137,27,12,Episode 12:  60 1 Revelation,An unexpected discovery leads to a startling revelation. 105,89
1138,59,14,Episode 14:  40 1 Awakening,A sacrifice is made for the greater good. 92,54
1139,38,10,Episode 10:  67 1 Resurgence,A race against time to prevent disaster. 98,52
1140,79,12,Episode 12:  61 1 Rebirth,"A hidden enemy emerges, threatening all they hold dear. 76",74
1141,29,12,Episode 12:  62 1 Eclipse,Tensions rise as secrets begin to unravel. 91,30
1142,33,17,Episode 17:  8 1 Genesis,A sacrifice is made for the greater good. 93,53
1143,73,12,Episode 12:  63 1 Ascension,A journey into the unknown reveals new challenges. 102,56
1144,36,14,Episode 14:  41 1 Legacy,A confrontation with the past changes everything. 102,47
1145,83,11,Episode 11:  74 1 Destiny,An unexpected discovery leads to a startling revelation. 106,114
1146,79,13,Episode 13:  56 1 Harmony,Mysteries deepen as the search for answers continues. 90,50
1147,68,13,Episode 13:  57 1 Odyssey,A journey into the unknown reveals new challenges. 103,64
1148,35,12,Episode 12:  64 1 Voyage,The final battle brings a shocking conclusion. 84,104
1149,44,16,Episode 16:  17 1 Quest,The final battle brings a shocking conclusion. 85,44
1150,78,17,Episode 17:  9 1 Crusade,A race against time to prevent disaster. 99,79
1151,25,12,Episode 12:  65 1 Saga,Tensions rise as secrets begin to unravel. 92,112
1152,72,14,Episode 14:  42 1 Revelation,A race against time to prevent disaster. 100,36
1153,41,20,Episode 20:  1 1 Awakening,A journey into the unknown reveals new challenges. 104,38
1154,79,14,Episode 14:  43 1 Resurgence,The quest for truth takes a dangerous turn. 103,35
1155,21,14,Episode 14:  44 1 Rebirth,A sacrifice is made for the greater good. 94,75
1156,20,14,Episode 14:  45 1 Eclipse,A journey into the unknown reveals new challenges. 105,74
1157,12,15,Episode 15:  25 1 Genesis,"A hidden enemy emerges, threatening all they hold dear. 77",114
1158,22,15,Episode 15:  26 1 Ascension,A race against time to prevent disaster. 101,69
1159,86,17,Episode 17:  10 1 Legacy,"A hidden enemy emerges, threatening all they hold dear. 78",102
1160,6,17,Episode 17:  11 1 Destiny,The final battle brings a shocking conclusion. 86,78
1161,38,11,Episode 11:  75 1 Harmony,Betrayal and intrigue threaten to undo everything. 90,36
1162,36,15,Episode 15:  27 1 Odyssey,A journey into the unknown reveals new challenges. 106,60
1163,82,14,Episode 14:  46 1 Voyage,A race against time to prevent disaster. 102,92
1164,38,12,Episode 12:  66 1 Quest,Mysteries deepen as the search for answers continues. 91,119
1165,34,21,Episode 21:  59 Crusade,Tensions rise as secrets begin to unravel. 93,32
1166,26,16,Episode 16:  18 1 Saga,Betrayal and intrigue threaten to undo everything. 91,49
1167,42,15,Episode 15:  28 1 Revelation,An unexpected discovery leads to a startling revelation. 107,83
1168,25,13,Episode 13:  58 1 Awakening,"A hidden enemy emerges, threatening all they hold dear. 79",81
1169,18,15,Episode 15:  29 1 Resurgence,The quest for truth takes a dangerous turn. 104,30
1170,7,13,Episode 13:  59 1 Rebirth,Betrayal and intrigue threaten to undo everything. 92,88
1171,11,14,Episode 14:  47 1 Eclipse,A race against time to prevent disaster. 103,110
1172,63,17,Episode 17:  12 1 Genesis,The quest for truth takes a dangerous turn. 105,92
1173,7,14,Episode 14:  48 1 Ascension,A sacrifice is made for the greater good. 95,30
1174,82,15,Episode 15:  30 1 Legacy,A race against time to prevent disaster. 104,85
1175,84,12,Episode 12:  67 1 Destiny,New alliances are formed as old ones are tested. 103,116
1176,82,23,Episode 23:  3 1 Harmony,The final battle brings a shocking conclusion. 87,61
1177,73,13,Episode 13:  60 1 Odyssey,Betrayal and intrigue threaten to undo everything. 93,56
1178,7,15,Episode 15:  31 1 Voyage,A confrontation with the past changes everything. 103,51
1179,35,13,Episode 13:  61 1 Quest,A sacrifice is made for the greater good. 96,107
1180,84,13,Episode 13:  62 1 Crusade,The final battle brings a shocking conclusion. 88,63
1181,59,15,Episode 15:  32 1 Saga,A journey into the unknown reveals new challenges. 107,61
1182,27,13,Episode 13:  63 1 Revelation,A journey into the unknown reveals new challenges. 108,70
1183,37,17,Episode 17:  13 1 Awakening,The quest for truth takes a dangerous turn. 106,56
1184,47,14,Episode 14:  49 1 Resurgence,Mysteries deepen as the search for answers continues. 92,115
1185,24,15,Episode 15:  33 1 Rebirth,A sacrifice is made for the greater good. 97,94
1186,71,16,Episode 16:  19 1 Eclipse,Mysteries deepen as the search for answers continues. 93,44
1187,24,16,Episode 16:  20 1 Genesis,Tensions rise as secrets begin to unravel. 94,115
1188,58,12,Episode 12:  68 1 Ascension,A sacrifice is made for the greater good. 98,57
1189,55,16,Episode 16:  21 1 Legacy,The quest for truth takes a dangerous turn. 107,43
1190,12,16,Episode 16:  22 1 Destiny,Mysteries deepen as the search for answers continues. 94,100
1191,32,15,Episode 15:  34 1 Harmony,New alliances are formed as old ones are tested. 104,68
1192,7,16,Episode 16:  23 1 Odyssey,The quest for truth takes a dangerous turn. 108,72
1193,84,14,Episode 14:  50 1 Voyage,An unexpected discovery leads to a startling revelation. 108,97
1194,20,15,Episode 15:  35 1 Quest,Betrayal and intrigue threaten to undo everything. 94,110
1195,6,18,Episode 18:  4 1 Crusade,A confrontation with the past changes everything. 104,99
1196,65,15,Episode 15:  36 1 Saga,Tensions rise as secrets begin to unravel. 95,36
1197,7,17,Episode 17:  14 1 Revelation,Mysteries deepen as the search for answers continues. 95,51
1198,28,14,Episode 14:  51 1 Awakening,The final battle brings a shocking conclusion. 89,88
1199,24,17,Episode 17:  15 1 Resurgence,A race against time to prevent disaster. 105,97
1200,65,16,Episode 16:  24 1 Rebirth,Tensions rise as secrets begin to unravel. 96,82
1201,61,10,Episode 10:  68 1 Eclipse,"A hidden enemy emerges, threatening all they hold dear. 80",88
1202,36,16,Episode 16:  25 1 Genesis,New alliances are formed as old ones are tested. 105,41
1203,25,14,Episode 14:  52 1 Ascension,Betrayal and intrigue threaten to undo everything. 95,98
1204,57,16,Episode 16:  26 1 Legacy,Tensions rise as secrets begin to unravel. 97,40
1205,27,14,Episode 14:  53 1 Destiny,"A hidden enemy emerges, threatening all they hold dear. 81",41
1206,69,11,Episode 11:  76 1 Harmony,A journey into the unknown reveals new challenges. 109,101
1207,48,20,Episode 20:  54 1 Odyssey,Betrayal and intrigue threaten to undo everything. 96,100
1208,54,12,Episode 12:  69 1 Voyage,A confrontation with the past changes everything. 105,100
1209,82,16,Episode 16:  27 1 Quest,The quest for truth takes a dangerous turn. 109,71
1210,44,17,Episode 17:  16 1 Crusade,New alliances are formed as old ones are tested. 106,91
1211,84,15,Episode 15:  37 1 Saga,A journey into the unknown reveals new challenges. 110,113
1212,86,18,Episode 18:  5 1 Revelation,Mysteries deepen as the search for answers continues. 96,100
1213,77,14,Episode 14:  55 1 Awakening,A journey into the unknown reveals new challenges. 111,114
1214,44,18,Episode 18:  6 1 Resurgence,Mysteries deepen as the search for answers continues. 97,90
1215,24,18,Episode 18:  7 1 Rebirth,Mysteries deepen as the search for answers continues. 98,107
1216,47,15,Episode 15:  38 1 Eclipse,"A hidden enemy emerges, threatening all they hold dear. 82",95
1217,24,19,Episode 19:  4 1 Genesis,Betrayal and intrigue threaten to undo everything. 97,52
1218,42,16,Episode 16:  28 1 Ascension,The quest for truth takes a dangerous turn. 110,70
1219,42,17,Episode 17:  17 1 Legacy,Betrayal and intrigue threaten to undo everything. 98,86
1220,47,16,Episode 16:  29 1 Destiny,A sacrifice is made for the greater good. 99,34
1221,81,14,Episode 14:  56 1 Harmony,Betrayal and intrigue threaten to undo everything. 99,93
1222,11,15,Episode 15:  39 1 Odyssey,A confrontation with the past changes everything. 106,44
1223,82,17,Episode 17:  18 1 Voyage,A race against time to prevent disaster. 106,79
1224,65,17,Episode 17:  19 1 Quest,Mysteries deepen as the search for answers continues. 99,77
1225,71,17,Episode 17:  20 1 Crusade,A sacrifice is made for the greater good. 100,40
1226,4,15,Episode 15:  40 1 Saga,A confrontation with the past changes everything. 107,41
1227,18,16,Episode 16:  30 1 Revelation,"A hidden enemy emerges, threatening all they hold dear. 83",104
1228,24,20,Episode 20:  2 1 Awakening,The quest for truth takes a dangerous turn. 111,35
1229,23,16,Episode 16:  31 1 Resurgence,The quest for truth takes a dangerous turn. 112,58
1230,77,15,Episode 15:  41 1 Rebirth,"A hidden enemy emerges, threatening all they hold dear. 84",42
1231,5,17,Episode 17:  21 1 Eclipse,The final battle brings a shocking conclusion. 90,60
1232,74,9,Episode 9:  52 1 Genesis,A journey into the unknown reveals new challenges. 112,96
1233,77,16,Episode 16:  32 1 Ascension,The quest for truth takes a dangerous turn. 113,51
1234,2,11,Episode 11:  77 1 Legacy,Tensions rise as secrets begin to unravel. 98,87
1235,41,21,Episode 21:  1 1 Destiny,New alliances are formed as old ones are tested. 107,74
1236,18,17,Episode 17:  22 1 Harmony,A confrontation with the past changes everything. 108,95
1237,30,15,Episode 15:  42 1 Odyssey,New alliances are formed as old ones are tested. 108,44
1238,27,15,Episode 15:  43 1 Voyage,A journey into the unknown reveals new challenges. 113,46
1239,17,12,Episode 12:  70 1 Quest,New alliances are formed as old ones are tested. 109,37
1240,80,15,Episode 15:  44 1 Crusade,New alliances are formed as old ones are tested. 110,120
1241,82,18,Episode 18:  8 1 Saga,Tensions rise as secrets begin to unravel. 99,93
1242,3,11,Episode 11:  78 1 Revelation,The quest for truth takes a dangerous turn. 114,103
1243,71,18,Episode 18:  9 1 Awakening,The quest for truth takes a dangerous turn. 115,89
1244,86,19,Episode 19:  5 1 Resurgence,Betrayal and intrigue threaten to undo everything. 100,103
1245,41,22,Episode 22:  53 Rebirth,The final battle brings a shocking conclusion. 91,50
1246,63,18,Episode 18:  10 1 Eclipse,An unexpected discovery leads to a startling revelation. 109,30
1247,33,18,Episode 18:  11 1 Genesis,"A hidden enemy emerges, threatening all they hold dear. 85",107
1248,73,14,Episode 14:  57 1 Ascension,The final battle brings a shocking conclusion. 92,63
1249,75,12,Episode 12:  71 1 Legacy,Betrayal and intrigue threaten to undo everything. 101,107
1250,36,17,Episode 17:  23 1 Destiny,Tensions rise as secrets begin to unravel. 100,113
1251,14,16,Episode 16:  33 1 Harmony,The final battle brings a shocking conclusion. 93,62
1252,34,22,Episode 22:  1 1 Odyssey,A confrontation with the past changes everything. 109,57
1253,29,13,Episode 13:  64 1 Voyage,Mysteries deepen as the search for answers continues. 100,93
1254,40,20,Episode 20:  3 1 Quest,"A hidden enemy emerges, threatening all they hold dear. 86",77
1255,31,15,Episode 15:  45 1 Crusade,A journey into the unknown reveals new challenges. 114,102
1256,13,18,Episode 18:  12 1 Saga,An unexpected discovery leads to a startling revelation. 110,94
1257,28,15,Episode 15:  46 1 Revelation,Tensions rise as secrets begin to unravel. 101,38
1258,30,16,Episode 16:  34 1 Awakening,The quest for truth takes a dangerous turn. 116,108
1259,7,18,Episode 18:  13 1 Resurgence,Mysteries deepen as the search for answers continues. 101,119
1260,1,12,Episode 12:  72 1 Rebirth,A journey into the unknown reveals new challenges. 115,94
1261,21,15,Episode 15:  47 1 Eclipse,The final battle brings a shocking conclusion. 94,90
1262,77,17,Episode 17:  24 1 Genesis,Tensions rise as secrets begin to unravel. 102,82
1263,55,17,Episode 17:  25 1 Ascension,Betrayal and intrigue threaten to undo everything. 102,108
1264,60,12,Episode 12:  73 1 Legacy,The final battle brings a shocking conclusion. 95,36
1265,42,18,Episode 18:  14 1 Destiny,"A hidden enemy emerges, threatening all they hold dear. 87",97
1266,36,18,Episode 18:  15 1 Harmony,An unexpected discovery leads to a startling revelation. 111,81
1267,26,28,Episode 28:  48 1 Odyssey,A journey into the unknown reveals new challenges. 116,64
1268,20,16,Episode 16:  35 1 Voyage,A sacrifice is made for the greater good. 101,108
1269,55,18,Episode 18:  16 1 Quest,A confrontation with the past changes everything. 110,99
1270,54,13,Episode 13:  65 1 Crusade,The quest for truth takes a dangerous turn. 117,57
1271,63,19,Episode 19:  6 1 Saga,New alliances are formed as old ones are tested. 111,75
1272,72,15,Episode 15:  49 1 Revelation,The final battle brings a shocking conclusion. 96,55
1273,38,13,Episode 13:  66 1 Awakening,The final battle brings a shocking conclusion. 97,110
1274,67,12,Episode 12:  74 1 Resurgence,Mysteries deepen as the search for answers continues. 102,118
1275,74,10,Episode 10:  69 1 Rebirth,"A hidden enemy emerges, threatening all they hold dear. 88",34
1276,86,20,Episode 20:  4 1 Eclipse,A confrontation with the past changes everything. 111,67
1277,47,17,Episode 17:  26 1 Genesis,Tensions rise as secrets begin to unravel. 103,35
1278,31,16,Episode 16:  36 1 Ascension,The quest for truth takes a dangerous turn. 118,63
1279,3,12,Episode 12:  75 1 Legacy,New alliances are formed as old ones are tested. 112,62
1280,14,17,Episode 17:  27 1 Destiny,A sacrifice is made for the greater good. 102,86
1281,13,19,Episode 19:  7 1 Harmony,The final battle brings a shocking conclusion. 98,72
1282,15,15,Episode 15:  50 1 Odyssey,"A hidden enemy emerges, threatening all they hold dear. 89",65
1283,82,24,Episode 24:  51 1 Voyage,An unexpected discovery leads to a startling revelation. 112,113
1284,5,18,Episode 18:  17 1 Quest,A confrontation with the past changes everything. 112,120
1285,76,14,Episode 14:  58 1 Crusade,An unexpected discovery leads to a startling revelation. 113,51
1286,39,16,Episode 16:  37 1 Saga,A sacrifice is made for the greater good. 103,114
1287,45,17,Episode 17:  28 1 Revelation,Mysteries deepen as the search for answers continues. 103,78
1288,54,14,Episode 14:  59 1 Awakening,A journey into the unknown reveals new challenges. 117,80
1289,69,12,Episode 12:  76 1 Resurgence,A sacrifice is made for the greater good. 104,109
1290,57,17,Episode 17:  29 1 Rebirth,New alliances are formed as old ones are tested. 113,68
1291,74,11,Episode 11:  79 1 Eclipse,An unexpected discovery leads to a startling revelation. 114,44
1292,80,16,Episode 16:  38 1 Genesis,The quest for truth takes a dangerous turn. 119,83
1293,62,14,Episode 14:  60 1 Ascension,The quest for truth takes a dangerous turn. 120,43
1294,75,13,Episode 13:  67 1 Legacy,New alliances are formed as old ones are tested. 114,47
1295,17,13,Episode 13:  68 1 Destiny,A race against time to prevent disaster. 107,44
1296,17,14,Episode 14:  61 1 Harmony,The quest for truth takes a dangerous turn. 121,75
1297,41,23,Episode 23:  50 Odyssey,An unexpected discovery leads to a startling revelation. 115,99
1298,77,18,Episode 18:  18 1 Voyage,"A hidden enemy emerges, threatening all they hold dear. 90",34
1299,78,18,Episode 18:  19 1 Quest,A sacrifice is made for the greater good. 105,109
1300,61,11,Episode 11:  80 1 Crusade,A confrontation with the past changes everything. 113,31
1301,37,18,Episode 18:  20 1 Saga,An unexpected discovery leads to a startling revelation. 116,58
1302,63,20,Episode 20:  5 1 Revelation,Mysteries deepen as the search for answers continues. 104,46
1303,75,14,Episode 14:  62 1 Awakening,A journey into the unknown reveals new challenges. 118,50
1304,58,13,Episode 13:  69 1 Resurgence,An unexpected discovery leads to a startling revelation. 117,107
1305,67,13,Episode 13:  70 1 Rebirth,The quest for truth takes a dangerous turn. 122,98
1306,55,19,Episode 19:  8 1 Eclipse,Mysteries deepen as the search for answers continues. 105,82
1307,3,13,Episode 13:  71 1 Genesis,Betrayal and intrigue threaten to undo everything. 103,63
1308,67,14,Episode 14:  63 1 Ascension,New alliances are formed as old ones are tested. 115,77
1309,76,15,Episode 15:  52 1 Legacy,The final battle brings a shocking conclusion. 99,94
1310,82,19,Episode 19:  9 1 Destiny,The quest for truth takes a dangerous turn. 123,57
1311,70,16,Episode 16:  39 1 Harmony,Mysteries deepen as the search for answers continues. 106,110
1312,59,16,Episode 16:  40 1 Odyssey,"A hidden enemy emerges, threatening all they hold dear. 91",53
1313,79,15,Episode 15:  53 1 Voyage,The quest for truth takes a dangerous turn. 124,107
1314,80,17,Episode 17:  30 1 Quest,Mysteries deepen as the search for answers continues. 107,43
1315,7,19,Episode 19:  10 1 Crusade,"A hidden enemy emerges, threatening all they hold dear. 92",55
1316,42,19,Episode 19:  11 1 Saga,A sacrifice is made for the greater good. 106,113
1317,76,16,Episode 16:  41 1 Revelation,Mysteries deepen as the search for answers continues. 108,38
1318,23,17,Episode 17:  31 1 Awakening,A sacrifice is made for the greater good. 107,84
1319,41,24,Episode 24:  42 Resurgence,An unexpected discovery leads to a startling revelation. 118,96
1320,82,20,Episode 20:  6 1 Rebirth,A confrontation with the past changes everything. 114,60
1321,18,18,Episode 18:  21 1 Eclipse,An unexpected discovery leads to a startling revelation. 119,99
1322,11,16,Episode 16:  42 1 Genesis,Mysteries deepen as the search for answers continues. 109,65
1323,34,23,Episode 23:  1 1 Ascension,A race against time to prevent disaster. 108,117
1324,27,16,Episode 16:  43 1 Legacy,The quest for truth takes a dangerous turn. 125,66
1325,67,15,Episode 15:  54 1 Destiny,An unexpected discovery leads to a startling revelation. 120,36
1326,86,21,Episode 21:  2 1 Harmony,A confrontation with the past changes everything. 115,39
1327,84,16,Episode 16:  44 1 Odyssey,The final battle brings a shocking conclusion. 100,72
1328,77,19,Episode 19:  12 1 Voyage,Betrayal and intrigue threaten to undo everything. 104,71
1329,21,16,Episode 16:  45 1 Quest,A confrontation with the past changes everything. 116,92
1330,9,18,Episode 18:  22 1 Crusade,Tensions rise as secrets begin to unravel. 104,47
1331,41,25,Episode 25:  32 Saga,Tensions rise as secrets begin to unravel. 105,54
1332,46,13,Episode 13:  72 1 Revelation,"A hidden enemy emerges, threatening all they hold dear. 93",34
1333,2,12,Episode 12:  77 1 Awakening,Betrayal and intrigue threaten to undo everything. 105,78
1334,46,14,Episode 14:  64 1 Resurgence,Mysteries deepen as the search for answers continues. 110,107
1335,62,15,Episode 15:  55 1 Rebirth,Tensions rise as secrets begin to unravel. 106,79
1336,35,14,Episode 14:  65 1 Eclipse,A race against time to prevent disaster. 109,49
1337,67,16,Episode 16:  46 1 Genesis,Tensions rise as secrets begin to unravel. 107,30
1338,11,17,Episode 17:  32 1 Ascension,A sacrifice is made for the greater good. 108,78
1339,74,12,Episode 12:  78 1 Legacy,The final battle brings a shocking conclusion. 101,56
1340,14,18,Episode 18:  23 1 Destiny,A sacrifice is made for the greater good. 109,109
